是,2290
在,1991
和,1364
有,1315
会,1242
中,924
对,819
研究,769
、,759
不,747
与,722
人,721
”,660
“,656
可以,610
转基因,569
吃,568
可能,561
上,514
等,502
我们,495
但,487
而,475
没有,472
健康,446
导致,446
被,440
要,440
能,432
食品,430
食物,414
使用,414
到,411
并,392
吗,383
多,372
说,365
更,361
还,358
发现,342
人体,340
为,333
时,328
这种,319
让,317
如果,317
孩子,309
这些,300
影响,299
辐射,292
就是,285
或,284
后,281
一种,279
很,277
儿童,273
？,266
用,266
产生,265
问题,258
疾病,253
功能,239
将,239
年,238
这个,238
进行,237
不能,233
不会,232
因为,228
流言,221
不是,219
作用,219
水,218
科普,215
人们,215
美国,214
来,211
其,208
隐形眼镜,208
于,206
真的,205
所以,205
他们,200
把,200
结果,200
水果,196
需要,194
可,194
但是,192
风险,189
认为,188
从,188
专家,187
通过,186
癌症,181
这样,180
治疗,179
里,179
眼睛,178
过,175
还是,175
那么,174
增加,173
发生,172
出现,171
手机,170
引起,169
下,169
对于,168
目前,167
们,167
大,167
存在,166
身体,165
好,162
安全,162
她,161
死亡,161
中国,159
已经,159
又,159
容易,158
时间,158
网,157
科学,156
生活,156
罂粟壳,155
皮肤,154
镜子,153
使,152
做,152
其实,150
患者,150
美容,149
主要,149
其他,148
不过,148
科学家,146
甚至,146
给,146
激素,146
人类,146
=,145
相关,144
因此,144
责任编辑,144
不要,142
着,142
最,142
食用,141
造成,141
一定,140
得,140
它们,139
宝宝,138
催熟,138
小,138
谣言,138
色素,137
比,137
?,137
看,137
实验,135
高,135
而且,134
基因,133
或者,132
电脑,132
是否,132
玻璃,131
能够,131
相克,131
细胞,129
医生,128
喝,128
女性,128
蚊子,128
个,128
表示,125
乙烯,124
方法,124
大量,124
含有,124
时候,124
呢,124
以,123
同时,123
胶原蛋白,123
现在,123
能力,122
不同,122
情况,122
一,121
物质,121
知道,120
维生素,120
表明,120
去,119
每天,119
眼镜,119
体内,117
以及,116
危害,116
该,116
为什么,116
应该,116
抗生素,115
感染,115
比较,115
人员,114
饮食,113
睡眠,112
含量,112
重要,112
岁,112
产品,110
已,110
长期,109
开始,109
症状,109
摄入,109
来源,109
注意,108
各种,108
白内障,108
分享,107
再,106
植物,106
如,105
营养,105
减少,105
直接,105
当,104
一样,104
添加,104
为了,103
环境,103
干细胞,103
有关,102
月,102
疫苗,102
戴,102
说法,102
效果,101
动物,101
却,101
国家,101
因素,101
所,101
吸收,101
信息,100
学步车,100
来自,100
所有,99
及,99
正常,99
真相,99
吧,98
量,98
帮助,98
原因,98
小孔,97
其中,97
像,97
一次,96
超过,96
技术,96
由于,96
才,95
新,95
具有,94
删除,94
一般,94
伤害,94
数据,93
指出,93
出,93
地沟油,93
过程,92
保护,92
东西,92
搜索,92
建议,92
检测,91
有人,91
选择,91
内,91
证明,91
由,90
香蕉,89
